REGI?N,PROVINCIA,DISTRITO,CODIGO DEL RECURSO,NOMBRE DEL RECURSO,CATEGOR?A,TIPO DE CATEGOR?A,SUB TIPO CATEGOR?A,URL,LATITUD,LONGITUD,FECHA_DE_CORTE
Cajamarca,San Ignacio,SAN IGNACIO,6322,Bio Finca El Bosque,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones Industriales,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6322,-79.041479,-5.149239,20241201
Arequipa,Arequipa,POLOBAYA,6738,Santuario De La Virgen De Chapi,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Santuario,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6738,-71.31532699,-16.71923422,20241201
Pasco,Oxapampa,VILLA RICA,7269,Laboratorio De Control De Calidad  Caf? Villa Rica,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7269,-75.27820994,-10.74199431,20241201
Jun?n,Chupaca,HUAMANCACA CHICO,7285,Festival De La Guinda De Huamancaca Chico,5. ACONTECIMIENTOS PROGRAMADOS,Eventos,Festivales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7285,-75.2452,-12.0799,20241201
Piura,Morropon,SANTO DOMINGO,9310,Cataratas De Caracucho,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=9310,-79.944716,-4.9814043,20241201
Ancash,Huari,SAN MARCOS,10940,Sitio Arqueologico De Palma Cruz,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Ciudadelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10940,-77.11744141,-9.539305735,20241201
Lima,Lima,LA MOLINA,11391,Biblioteca Plaza Bicentenario - La Molina,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Biblioteca,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11391,-76.9420141,-12.10510267,20241201
Puno,Chucuito,POMATA,12203,Sitio Arqueol?gico Cerro Tococawa,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12203,-69.30640309,-16.26051637,20241201
Arequipa,Castilla,ANDAGUA,12561,Ca?on De Paccareta,1. SITIOS NATURALES,e. Ca?ones,Ca?ones,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12561,-72.351617,-15.469322,20241201
Lima,Huarochiri,CHICLA,12897,Piscigranja Trucha Melo,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones  Agropecuarias y Pesqueras,Piscigranja,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12897,-76.25613,-11.67023,20241201
Moquegua,General Sanchez Cerro,QUINISTAQUILLAS,343,Catarata El Chorro,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=343,-70.87639773,-16.74932173,20241201
Puno,Chucuito,JULI,441,Ciudad De Juli,2. MANIFESTACIONES CULTURALES,Pueblos,Hist?ricos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=441,-69.45916057,-16.21322457,20241201
Ancash,Casma,COMANDANTE NOEL,916,Playa Tortugas,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=916,-78.410555,-9.371015,20241201
Ancash,Huaraz,INDEPENDENCIA,1332,Nevado Ranrapalca,1. SITIOS NATURALES,a. Monta?as,Nevado,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1332,-77.416668,-9.411047,20241201
Puno,El Collao,SANTA ROSA,3840,Arte Rupestre De Qelqatani,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Pintura Rupestre,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3840,-69.72489198,-16.73547178,20241201
Moquegua,Mariscal Nieto,MOQUEGUA,5933,Centro Cultural Jos? Carlos Mari?tegui,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitect?nico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5933,-70.934604,-17.194248,20241201
Moquegua,Mariscal Nieto,TORATA,6092,Fiesta Patronal Virgen De La Candelaria De Torata,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6092,-70.8444,-17.0768,20241201
Ayacucho,Huamanga,ANDR?S AVELINO C?CERES DORREGARAY,12354,Cementerio General De Ayacucho,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Cementerios,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12354,-74.21155119,-13.16750942,20241201
Ancash,Asuncion,CHACAS,12816,Laguna Bayococha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12816,-77.44423636,-9.25501064,20241201
Ancash,Huaraz,INDEPENDENCIA,12433,Laguna Palcacocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12433,-77.37945557,-9.396903545,20241201
Ancash,Recuay,TICAPAMPA,11541,Mirador De Montebello,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11541,-77.44709978,-9.759161232,20241201
Ancash,Santa,NUEVO CHIMBOTE,10935,Playa El Dorado,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10935,-78.56559277,-9.187641508,20241201
Ancash,Santa,NEPE?A,11013,Manantial  Puquio Pipi,1. SITIOS NATURALES,i. Manantiales,Manantiales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11013,-78.35118771,-9.162507717,20241201
Tumbes,Tumbes,SAN JUAN DE LA VIRGEN,11424,Mirador Natural Cerro Tacural.,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11424,-80.42717167,-3.632648628,20241201
Cusco,La Convencion,PICHARI,11927,Mirador Vista Alegre,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11927,-73.796459,-12.499422,20241201
Jun?n,Huancayo,PILCOMAYO,12143,Museo De Arqueolog?a Catalina Huanca,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12143,-75.24018,-12.05455,20241201
Jun?n,Jauja,PARCO,13119,Puente Hist?rico De Turumanya,2. MANIFESTACIONES CULTURALES,Lugares Hist?ricos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13119,-75.548424,-11.7916815,20241201
Puno,Azangaro,AZ?NGARO,432,Templo De Tintiri,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Templo,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=432,-70.111941,-14.871313,20241201
Huancavelica,Huancavelica,YAULI,1153,Complejo Arqueol?gico De Uchkus Inka?an,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1153,-74.85755668,-12.734921,20241201
Ayacucho,Lucanas,CARMEN SALCEDO,1267,Complejo Arqueol?gico De Caniche,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Ciudadelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1267,-73.95759209,-14.38364842,20241201
Tumbes,Tumbes,TUMBES,1765,Manglares De Tumbes Sector Puerto Pizarro,1. SITIOS NATURALES,l. Costas,Manglares,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1765,-80.38993222,-3.499821709,20241201
Tacna,Tacna,CALANA,11838,Iglesia Virgen Del Rosario De Calana,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11838,-70.1873785,-17.93844017,20241201
Ancash,Santa,CHIMBOTE,3146,Centro Recreacional Vivero Forestal De Chimbote,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Jardines Bot?nicos y Viveros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3146,-78.59069824,-9.059380237,20241201
Lima,Ca?ete,CERRO AZUL,12749,Malecon Jos? Olaya,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Malecones,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12749,-76.4805987,-13.0239616,20241201
Arequipa,Castilla,ORCOPAMPA,3980,Pueblo De Panahua,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3980,-72.31251,-15.36587,20241201
Lima,Ca?ete,CERRO AZUL,11225,Museo Municipal De Cerro Azul,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11225,-76.4823,-13.02802,20241201
San Mart?n,Lamas,LAMAS,5313,Fiesta Religiosa Santa Rosa Raymi,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5313,-76.5213,-6.42169,20241201
Huanuco,Leoncio Prado,DANIEL ALOMIAS ROBLES,12440,Playa Tulumayo,1. SITIOS NATURALES,h. Corrientes de agua,R?os,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12440,-75.955849,-9.191483,20241201
Ancash,Huari,HUARI,11700,Pueblo De Huari,2. MANIFESTACIONES CULTURALES,Pueblos,Hist?ricos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11700,-77.1713993,-9.3478304,20241201
Piura,Huancabamba,EL CARMEN DE LA FRONTERA,11446,Cerro Pico De Loro,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11446,-79.411666,-5.087779,20241201
Lima,Lima,SAN BORJA,11891,Gran Teatro Nacional,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11891,-77.00310152,-12.08661645,20241201
Tumbes,Contralmirante Villar,CANOAS DE PUNTA SAL,12507,Playa Cancas,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12507,-80.9427,-3.94593,20241201
Cusco,La Convencion,PICHARI,12772,Pantano De Lagartoccocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Pantano,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12772,-73.919042,-12.383509,20241201
Tacna,Jorge Basadre,ILABAYA,13263,La Cruz De Molle,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Lugares pintorescos de flora y fauna,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13263,-70.399699,-17.370403,20241201
Cusco,Cusco,CUSCO,11,Festividad Del Se?or De Los Temblores,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11,-71.9801,-13.5153,20241201
Puno,Melgar,AYAVIRI,461,Ba?os Termales De Pojpoquella,1. SITIOS NATURALES,k. Agua termo-mineral,Ojos de agua,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=461,-70.57991087,-14.88709591,20241201
Puno,Moho,MOHO,466,Sitio Arqueol?gico De Paru Paru,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=466,-69.62015492,-15.33762723,20241201
Arequipa,Caylloma,YANQUE,995,Ventana Del Colca,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=995,-71.416113,-15.662338,20241201
Lima,Lima,LIMA,1379,Museo Naval Casa Grau,2. MANIFESTACIONES CULTURALES,Museos y otros,Casas Museo,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1379,-77.03346332,-12.04751793,20241201
Ica,Palpa,SANTA CRUZ,1613,Ciudadela De Huayuri,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Ciudadelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1613,-75.26995904,-14.52918301,20241201
Pasco,Daniel Alcides Carrion,VILCABAMBA,1870,Complejo Arqueol?gico De Gorish,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Ciudadelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1870,-76.44234,-10.508647,20241201
Arequipa,Caraveli,CARAVEL?,2761,Complejo Arqueol?gico La Huarca,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2761,-73.31279313,-15.813,20241201
Lima,Lima,LURIN,2781,Santuario Arqueol?gico Pachacamac,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2781,-76.90552483,-12.256734,20241201
Cusco,Urubamba,OLLANTAYTAMBO,3706,Festividad Del Se?or De Choqekillka,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3706,-72.2632,-13.2582,20241201
Puno,Azangaro,AZ?NGARO,4107,Laguna De Quequerana,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4107,-70.27705193,-14.94652634,20241201
Lima,Oyon,PACHANGARA,5584,Complejo Termal La Meseta,1. SITIOS NATURALES,k. Agua termo-mineral,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5584,-76.87682803,-10.81643605,20241201
Puno,Chucuito,PISACOMA,12487,Molino Minero De Amotire,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Molino,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12487,-69.3859769,-16.820623,20241201
Moquegua,General Sanchez Cerro,CHOJATA,7706,Ca??n De Coroise,1. SITIOS NATURALES,e. Ca?ones,Ca?ones,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7706,-70.7413,-16.3779,20241201
Jun?n,Yauli,MARCAPOMACOCHA,10241,Catarata De Carispaccha,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10241,-76.296,-11.417,20241201
Lima,Lima,COMAS,11212,Parque Zonal Sinchi Roca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11212,-77.049066,-11.924746,20241201
Cusco,La Convencion,MEGANTONI,11573,Comunidad Nativa De Puerto Rico,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11573,-73.0302,-11.301445,20241201
Cusco,La Convencion,PICHARI,11931,Mirador Natural De Buenos Aires,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11931,-73.801099,-12.542777,20241201
Cusco,Canchis,SAN PABLO,11983,Monta?a De Colores  Yuraq  Cancha,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11983,-71.094381,-14.114102,20241201
Cajamarca,Cajamarca,CAJAMARCA,1849,Iglesia Y Convento De Las Monjas Concepcionistas Descalzas,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1849,-78.51548564,-7.158803008,20241201
Callao,Callao,CALLAO,2549,Museo Submarino Abtao,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2549,-77.14901227,-12.05864038,20241201
Puno,Puno,PUNO,3815,Sitio Arqueol?gico De Mallkuamaya,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3815,-70.01652896,-15.9874326,20241201
Cajamarca,Hualgayoc,BAMBAMARCA,4278,Cerro Perfil De Cristo,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4278,-78.513629,-6.678582,20241201
Huancavelica,Huaytara,HUAYTARA,4407,Museo Arqueologico Samuel Humberto Espinoza Lozano,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4407,-75.3525,-13.60444444,20241201
Puno,Chucuito,JULI,11794,Casa De La Inquisici?n ? Escuela De Los Indios Nobles,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitect?nico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11794,-69.45864208,-16.21339582,20241201
Ancash,Huaraz,INDEPENDENCIA,6654,Mirador Natural Punta Callan,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6654,-77.62051111,-9.545794444,20241201
Lima,Lima,MIRAFLORES,6821,Museo De Sitio Andres Avelino Caceres,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos de sitio,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6821,-77.02265739,-12.12599848,20241201
Arequipa,Caylloma,COPORAQUE,8678,Tumbas De  Yuraq Qaqa,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Cementerios,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=8678,-71.6549,-15.6276,20241201
Arequipa,Caylloma,CHIVAY,10968,Pueblo De Chivay,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10968,-71.602245,-15.636729,20241201
Lima,Huaral,SAN MIGUEL DE ACOS,11103,Sitio Arqueologico Chiprac,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11103,-76.77069,-11.30213,20241201
La Libertad,Pacasmayo,JEQUETEPEQUE,11363,Plazuela De La Identidad Jequetepecana,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazuelas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11363,-79.563737,-7.343203,20241201
Huanuco,Huanuco,SANTA MAR?A DEL VALLE,11962,Iglesia Sant?sima Trinidad De Pachabamba,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11962,-76.19723355,-9.853881906,20241201
Ica,Pisco,PARACAS,11621,Museo De Sitio Julio C. Tello De Paracas.,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos de sitio,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11621,-76.27309799,-13.86791356,20241201
Piura,Huancabamba,SAN MIGUEL DE EL FAIQUE,11767,Cascada  De Gaspar,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11767,-79.5644083,-5.426003,20241201
Piura,Ayabaca,PACAIPAMPA,13114,Peroles De Yanayacu,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13114,-79.67226014,-4.99822937,20241201
Piura,Piura,CATACAOS,364,Complejo Arqueol?gico Monumental ?Narihual?,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=364,-80.68644091,-5.294514286,20241201
Puno,Chucuito,POMATA,12212,Qhapaq ?an Sector Pomata - Challapampa,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12212,-69.29668773,-16.27158791,20241201
Ayacucho,Huanta,IGUAIN,12461,Bosque De Piedra De Runasayacc,1. SITIOS NATURALES,o. Otros,Formaciones rocosas(bosque de piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12461,-74.159471,-12.950628,20241201
Ancash,Huaraz,INDEPENDENCIA,11977,Laguna Tullpacocha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11977,-77.34147549,-9.41963909,20241201
Ancash,Pallasca,CABANA,11815,Sitio Arqueol?gico De Pashas,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Fortalezas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11815,-78.01104355,-8.402158611,20241201
Lima,Ca?ete,ASIA,9829,Lomas De Asia,1. SITIOS NATURALES,l. Costas,Lomas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=9829,-76.54949,-12.73124,20241201
Lima,Huaral,HUARAL,10998,Museo Arqueol?gico De Huaral,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10998,-77.13286,-11.28239,20241201
La Libertad,Pacasmayo,SAN PEDRO DE LLOC,13153,Paseo De Los Pr?ceres,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Paseos peatonales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13153,-79.50327163,-7.424571071,20241201
Ucayali,Padre Abad,IRAZOLA,11901,Bulevar Villa San Alejandro,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Bulevares,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11901,-75.21311,-8.829577,20241201
Cusco,La Convencion,PICHARI,11960,Catarata ?ngela,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11960,-73.76996,-12.534074,20241201
Cusco,Canchis,MARANGANI,12848,Observatorio Astron?mico ?Mar?a Luisa Aguilar?,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12848,-71.1788707,-14.3597771,20241201
Pasco,Oxapampa,POZUZO,215,Iglesia San Jos? - Pozuzo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=215,-75.55130079,-10.06779543,20241201
Apurimac,Cotabambas,HAQUIRA,422,Templo San Juan De Llaqwa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Templo,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=422,-72.14714,-14.22185,20241201
Arequipa,Arequipa,AREQUIPA,973,Bas?lica Catedral De Arequipa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Bas?lica,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=973,-71.53669238,-16.39811821,20241201
Huancavelica,Huancavelica,HUANCAVELICA,1148,Pueblo De Sacsamarca,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1148,-74.99305556,-12.79888889,20241201
San Mart?n,Mariscal Caceres,HUICUNGO,1754,Cascada Tim?n,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1754,-76.90192676,-7.449139961,20241201
Lambayeque,Lambayeque,LAMBAYEQUE,2044,Capilla De San Francisco De As?s,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Capilla,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2044,-79.906,-6.7033,20241201
Huancavelica,Castrovirreyna,CASTROVIRREYNA,5181,Bella Durmiente,1. SITIOS NATURALES,a. Monta?as,Cerros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=5181,-75.31182037,-13.25391465,20241201
Lima,Huarochiri,MATUCANA,10366,Catarata El Encuentro,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10366,-76.35979,-11.79487,20241201
Moquegua,General Sanchez Cerro,LLOQUE,11294,Represa De Chirimayuni,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Centros Cient?ficos y T?cnicos,Represas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11294,-70.5969,-16.3532,20241201
Lima,Lima,MIRAFLORES,10898,Parque Domodossola,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10898,-77.02828701,-12.1345529,20241201
Puno,Yunguyo,YUNGUYO,11856,Uma Llawita,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Lugares pintorescos de flora y fauna,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11856,-69.137365,-16.32666,20241201
Ayacucho,Huamanga,VINCHOS,12886,Sitio Arqueologico De Aya Pata,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12886,-74.41395,-13.186722,20241201
